distanceKM, distanceMILE, distanceNA
15637.86,9716.92,8443.77
11560.88,7183.60,6242.38
8450.25,5250.74,4562.77
5722.87,3556.03,3090.10
12187.82,7573.16,6580.90
3059.86,1901.31,1652.19
3464.89,2152.98,1870.89
3527.26,2191.74,1904.57
7605.44,4725.80,4106.61
10003.10,6215.64,5401.24
11325.31,7037.22,6115.18
6920.75,4300.36,3736.91
8074.04,5016.98,4359.63
14449.16,8978.29,7801.92
7701.81,4785.69,4158.65
12342.37,7669.19,6664.35
15586.08,9684.74,8415.81
7650.64,4753.89,4131.01
13383.50,8316.12,7226.51
7614.23,4731.26,4111.35
13137.11,8163.02,7093.47
13561.69,8426.84,7322.73
13342.75,8290.80,7204.51
6632.23,4121.08,3581.12
11822.72,7346.30,6383.76
11080.65,6885.19,5983.07
4575.11,2842.84,2470.36
13534.60,8410.01,7308.10
7043.41,4376.57,3803.14
7099.17,4411.22,3833.25
9924.38,6166.72,5358.74
11045.61,6863.43,5964.15
14249.54,8854.25,7694.13
9124.71,5669.83,4926.95
11578.74,7194.70,6252.02
3742.59,2325.54,2020.84
11794.48,7328.75,6368.51
7877.54,4894.87,4253.53
9201.52,5717.56,4968.42
10714.41,6657.62,5785.32
11228.84,6977.28,6063.09
12237.49,7604.02,6607.72
8266.17,5136.36,4463.37
1166.22,724.65,629.71
9863.25,6128.74,5325.73
6386.59,3968.44,3448.48
3274.06,2034.40,1767.85
571.81,355.31,308.75
8466.47,5260.82,4571.53
8577.38,5329.73,4631.41
10776.60,6696.27,5818.90
3471.43,2157.05,1874.42
10800.42,6711.07,5831.76
11960.33,7431.81,6458.06
12948.00,8045.52,6991.36
8406.62,5223.63,4539.21
8556.66,5316.86,4620.23
8968.23,5572.60,4842.46
14113.09,8769.47,7620.46
8329.60,5175.77,4497.62
13987.51,8691.43,7552.65
11681.84,7258.76,6307.69
7789.25,4840.02,4205.86
7238.13,4497.57,3908.28
9836.43,6112.08,5311.25
8625.69,5359.76,4657.50
8456.06,5254.35,4565.91
9309.42,5784.60,5026.68
7430.52,4617.11,4012.16
6352.56,3947.30,3430.11
8275.31,5142.04,4468.31
15862.30,9856.38,8564.96
12751.80,7923.60,6885.42
7386.39,4589.69,3988.33
15991.35,9936.56,8634.64
9222.34,5730.50,4979.67
8398.36,5218.50,4534.75
8738.25,5429.70,4718.28
13471.70,8370.93,7274.14
7137.62,4435.11,3854.01
9096.29,5652.17,4911.60
12694.09,7887.74,6854.26
5457.88,3391.37,2947.02
10712.08,6656.18,5784.06
12667.04,7870.93,6839.65
10795.55,6708.04,5829.13
11797.91,7330.88,6370.36
13248.67,8232.34,7153.71
5816.39,3614.13,3140.60
9390.24,5834.82,5070.32
13619.64,8462.85,7354.02
13625.06,8466.22,7356.94
8347.33,5186.79,4507.20
8054.64,5004.92,4349.16
9164.73,5694.70,4948.56
13201.79,8203.21,7128.39
12300.76,7643.34,6641.88
6949.02,4317.92,3752.17
9004.45,5595.10,4862.01
13291.28,8258.82,7176.72
9629.22,5983.32,5199.36
7709.65,4790.55,4162.88
12681.59,7879.97,6847.51
11964.56,7434.44,6460.35
6533.77,4059.90,3527.95
9066.99,5633.97,4895.78
6452.47,4009.38,3484.05
7629.55,4740.78,4119.63
11595.64,7205.20,6261.15
13060.74,8115.57,7052.24
8285.59,5148.43,4473.86
11093.01,6892.88,5989.75
7302.06,4537.29,3942.80
12351.34,7674.77,6669.19
8921.65,5543.66,4817.31
9304.63,5781.63,5024.10
7549.14,4690.82,4076.21
11599.69,7207.71,6263.33
10004.08,6216.25,5401.77
8124.37,5048.25,4386.81
7773.54,4830.25,4197.37
7591.07,4716.87,4098.85
7870.72,4890.64,4249.85
5610.74,3486.35,3029.56
10730.82,6667.83,5794.18
8798.71,5467.26,4750.92
9204.65,5719.50,4970.11
7027.67,4366.79,3794.64
9516.42,5913.23,5138.46
8478.97,5268.59,4578.28
12109.32,7524.39,6538.51
7948.25,4938.82,4291.71
4977.77,3093.04,2687.78
6637.44,4124.31,3583.93
9488.31,5895.76,5123.28
13131.53,8159.56,7090.46
6307.40,3919.24,3405.72
9558.94,5939.65,5161.41
7369.31,4579.07,3979.11
6809.12,4230.99,3676.63
9281.33,5767.15,5011.52
6812.94,4233.36,3678.69
12025.60,7472.36,6493.30
7964.80,4949.10,4300.65
7059.70,4386.69,3811.93
7582.35,4711.45,4094.14
8486.63,5273.35,4582.41
14766.91,9175.73,7973.50
14580.56,9059.94,7872.87
10085.45,6266.81,5445.71
11361.09,7059.45,6134.50
11412.71,7091.53,6162.37
9152.70,5687.23,4942.06
10614.69,6595.66,5731.47
14531.89,9029.70,7846.59
6640.31,4126.10,3585.48
5569.07,3460.46,3007.06
7832.45,4866.86,4229.19
8433.36,5240.25,4553.65
9115.62,5664.19,4922.04
15914.00,9888.50,8592.87
9894.07,6147.89,5342.37
15658.72,9729.87,8455.03
7436.89,4621.07,4015.60
8460.57,5257.16,4568.34
7266.87,4515.42,3923.79
8829.01,5486.09,4767.28
9244.78,5744.44,4991.78
11660.73,7245.64,6296.29
8014.35,4979.88,4327.40
11518.45,7157.23,6219.46
12080.48,7506.46,6522.94
6471.31,4021.09,3494.23
15991.32,9936.55,8634.62
8351.02,5189.08,4509.19
8676.51,5391.33,4684.94
9089.55,5647.99,4907.97
13159.34,8176.84,7105.48
10867.35,6752.66,5867.90
7957.95,4944.84,4296.95
7342.86,4562.64,3964.83
8562.26,5320.34,4623.25
11292.91,7017.09,6097.68
9915.03,6160.91,5353.69
8194.44,5091.79,4424.65
13304.83,8267.24,7184.03
8741.14,5431.49,4719.84
9151.43,5686.44,4941.38
9222.62,5730.67,4979.81
8252.10,5127.62,4455.78
13036.05,8100.22,7038.90
10093.11,6271.57,5449.84
10933.67,6793.87,5903.71
8168.42,5075.62,4410.59
12990.33,8071.82,7014.22
11724.30,7285.14,6330.62
8708.83,5411.41,4702.39
10156.67,6311.06,5484.16
7797.36,4845.05,4210.24
8125.92,5049.21,4387.65
8024.56,4986.23,4332.92
12582.20,7818.22,6793.84
15957.18,9915.33,8616.19
15045.21,9348.66,8123.76
8474.09,5265.56,4575.64
12535.95,7789.48,6768.87
11336.31,7044.05,6121.12
10252.57,6370.65,5535.94
15928.73,9897.65,8600.83
6554.48,4072.76,3539.14
7887.13,4900.83,4258.71
9313.72,5787.28,5029.01
8004.70,4973.89,4322.19
9108.23,5659.59,4918.05
12314.80,7652.06,6649.46
9300.90,5779.31,5022.09
9453.62,5874.21,5104.55
9924.76,6166.96,5358.94
9030.86,5611.52,4876.28
8647.89,5373.55,4669.48
8381.43,5207.98,4525.61
13023.20,8092.24,7031.97
7501.32,4661.11,4050.39
6778.86,4212.19,3660.29
9753.02,6060.24,5266.21
7311.40,4543.09,3947.84
3705.56,2302.53,2000.84
5970.24,3709.73,3223.67
11581.31,7196.29,6253.40
14128.93,8779.31,7629.01
7704.51,4787.36,4160.10
9189.40,5710.03,4961.88
11163.06,6936.40,6027.57
14815.30,9205.80,7999.62
13889.64,8630.62,7499.80
9754.48,6061.15,5267.00
12668.28,7871.70,6840.32
3938.28,2447.14,2126.50
12629.95,7847.89,6819.63
7393.20,4593.92,3992.01
13177.13,8187.89,7115.08
10151.34,6307.75,5481.29
2321.56,1442.55,1253.54
13975.98,8684.27,7546.42
15107.67,9387.47,8157.49
12392.22,7700.17,6691.27
4267.13,2651.47,2304.07
9247.02,5745.83,4992.99
2634.32,1636.89,1422.42
10543.02,6551.13,5692.78
14357.51,8921.34,7752.43
6831.93,4245.16,3688.95
1119.98,695.93,604.74
15412.00,9576.57,8321.81
10943.50,6799.98,5909.02
15350.12,9538.12,8288.40
10410.08,6468.52,5620.99
15679.00,9742.48,8465.98
3603.56,2239.15,1945.77
12713.10,7899.56,6864.53
17081.39,10613.89,9223.21
12003.60,7458.69,6481.43
6609.99,4107.26,3569.11
12456.67,7740.21,6726.06
3177.21,1974.22,1715.55
12723.59,7906.07,6870.19
1935.05,1202.39,1044.84
10264.82,6378.26,5542.56
12143.99,7545.92,6557.23
7129.68,4430.18,3849.72
10989.29,6828.43,5933.74
9509.33,5908.82,5134.63
4024.05,2500.43,2172.81
6939.85,4312.22,3747.22
3134.95,1947.97,1692.74
1236.08,768.07,667.43
14420.78,8960.66,7786.60
9885.36,6142.48,5337.67
9843.07,6116.20,5314.83
9196.21,5714.26,4965.56
11936.60,7417.06,6445.25
12271.56,7625.20,6626.11
8749.82,5436.88,4724.52
9726.91,6044.02,5252.11
10729.56,6667.04,5793.50
11282.20,7010.43,6091.90
4075.40,2532.34,2200.54
1059.74,658.49,572.21
9182.08,5705.48,4957.92
4638.82,2882.43,2504.76
2815.86,1749.69,1520.44
1400.77,870.40,756.35
14154.31,8795.08,7642.71
10361.59,6438.39,5594.81
7451.22,4629.97,4023.34
16844.98,10466.98,9095.56
12987.35,8069.97,7012.61
8471.66,5264.05,4574.33
12524.86,7782.59,6762.88
10240.82,6363.35,5529.60
10156.80,6311.14,5484.23
2360.60,1466.81,1274.62
11301.72,7022.56,6102.44
12109.67,7524.60,6538.70
12563.08,7806.34,6783.52
14816.28,9206.41,8000.15
13543.29,8415.41,7312.79
15226.95,9461.59,8221.90
12384.81,7695.56,6687.26
10027.14,6230.57,5414.22
14224.53,8838.71,7680.63
10240.58,6363.20,5529.47
9417.21,5851.58,5084.89
8745.35,5434.11,4722.11
16519.68,10264.85,8919.91
16623.78,10329.54,8976.12
9661.01,6003.08,5216.53
10718.27,6660.02,5787.40
8658.54,5380.17,4675.24
17571.71,10918.55,9487.96
12087.98,7511.12,6526.99
10759.46,6685.62,5809.64
9017.15,5603.00,4868.87
15035.15,9342.41,8118.33
14653.86,9105.48,7912.45
13435.00,8348.12,7254.32
14751.03,9165.86,7964.92
9215.67,5726.35,4976.07
3199.34,1987.98,1727.51
11103.62,6899.47,5995.47
1597.28,992.50,862.46
11382.84,7072.97,6146.24
9195.13,5713.59,4964.97
11070.05,6878.61,5977.35
14047.11,8728.47,7584.83
2408.50,1496.57,1300.49
12826.43,7969.98,6925.72
6698.72,4162.39,3617.02
4256.61,2644.94,2298.39
14221.58,8836.88,7679.04
10179.61,6325.32,5496.55
8672.19,5388.65,4682.61
14117.12,8771.97,7622.63
11002.74,6836.78,5941.00
6640.31,4126.10,3585.48
3841.60,2387.06,2074.30
4098.42,2546.64,2212.97
4096.65,2545.54,2212.02
13872.56,8620.01,7490.58
10619.38,6598.58,5734.01
9270.52,5760.43,5005.68
14656.15,9106.91,7913.69
16609.01,10320.36,8968.15
10201.23,6338.75,5508.23
14758.13,9170.27,7968.75
10153.51,6309.10,5482.45
14595.70,9069.35,7881.05
14781.40,9184.73,7981.32
9063.01,5631.49,4893.63
13449.92,8357.39,7262.38
4985.23,3097.68,2691.81
9584.73,5955.67,5175.34
9628.97,5983.16,5199.23
15744.46,9783.16,8501.33
10857.57,6746.58,5862.62
4145.99,2576.20,2238.65
14350.20,8916.80,7748.49
10329.71,6418.58,5577.60
11753.86,7303.51,6346.58
13215.65,8211.82,7135.88
14314.06,8894.34,7728.97
10818.03,6722.01,5841.27
2008.62,1248.10,1084.57
12368.69,7685.55,6678.56
8929.16,5548.32,4821.36
3022.23,1877.92,1631.87
3031.95,1883.96,1637.12
7553.72,4693.66,4078.68
13155.46,8174.42,7103.38
3593.13,2232.67,1940.13
14439.13,8972.06,7796.51
2422.70,1505.40,1308.15
3094.91,1923.09,1671.12
4343.19,2698.73,2345.14
5202.51,3232.69,2809.13
1767.91,1098.53,954.59
12853.93,7987.06,6940.57
12633.92,7850.36,6821.77
3723.97,2313.97,2010.78
422.98,262.83,228.39
4413.62,2742.50,2383.16
1733.60,1077.21,936.07
10993.41,6830.99,5935.97
4625.57,2874.20,2497.61
11265.99,7000.36,6083.15
3333.33,2071.24,1799.86
5927.85,3683.40,3200.78
11189.69,6952.95,6041.95
7580.84,4710.52,4093.33
2929.43,1820.26,1581.76
5095.94,3166.47,2751.59
3642.11,2263.11,1966.58
6271.61,3897.00,3386.40
4420.26,2746.62,2386.75
10289.72,6393.73,5556.00
7354.62,4569.95,3971.18
3762.83,2338.12,2031.77
4039.10,2509.78,2180.94
3608.75,2242.37,1948.57
13941.92,8663.11,7528.04
6595.66,4098.35,3561.37
12840.11,7978.48,6933.11
4064.83,2525.77,2194.83
4682.54,2909.60,2528.37
4683.91,2910.45,2529.11
13436.84,8349.26,7255.31
3608.70,2242.34,1948.54
1733.32,1077.04,935.92
11368.14,7063.84,6138.31
5108.30,3174.15,2758.26
4418.64,2745.62,2385.88
11045.50,6863.35,5964.09
12079.58,7505.90,6522.45
13534.60,8410.01,7308.10
13605.01,8453.76,7346.12
4678.79,2907.27,2526.35
1935.74,1202.81,1045.21
1319.86,820.12,712.66
4224.24,2624.82,2280.91
4286.29,2663.38,2314.41
4681.95,2909.23,2528.05
1503.92,934.50,812.05
4833.54,3003.42,2609.90
1898.47,1179.65,1025.09
6713.90,4171.82,3625.21
4168.09,2589.93,2250.59
5433.87,3376.45,2934.05
2623.87,1630.40,1416.78
13639.97,8475.49,7365.00
6589.56,4094.56,3558.08
11174.99,6943.82,6034.01
11852.72,7364.94,6399.96
13413.39,8334.69,7242.65
6779.15,4212.37,3660.45
3515.61,2184.50,1898.27
6522.79,4053.07,3522.02
7348.93,4566.41,3968.10
985.18,612.16,531.96
5401.14,3356.12,2916.38
3675.51,2283.86,1984.62
5868.12,3646.28,3168.53
12271.03,7624.87,6625.83
8693.64,5401.98,4694.19
3619.41,2248.99,1954.32
1327.29,824.74,716.68
3079.95,1913.79,1663.04
11499.78,7145.63,6209.39
534.18,331.92,288.43
3245.80,2016.85,1752.59
5799.30,3603.52,3131.37
1491.00,926.46,805.07
6347.48,3944.14,3427.37
4018.38,2496.91,2169.75
6443.34,4003.71,3479.13
7779.75,4834.11,4200.73
3772.85,2344.34,2037.18
4455.69,2768.64,2405.88
4849.28,3013.20,2618.40
4526.35,2812.55,2444.04
6347.24,3943.99,3427.23
3661.43,2275.11,1977.01
5878.31,3652.61,3174.03
3314.88,2059.77,1789.89
6480.26,4026.64,3499.06
5121.99,3182.66,2765.65
13872.56,8620.01,7490.58
5806.15,3607.77,3135.07
5234.69,3252.68,2826.50
5835.65,3626.11,3151.00
1209.92,751.81,653.31
6152.10,3822.74,3321.87
3849.08,2391.71,2078.34
4660.37,2895.82,2516.40
12006.63,7460.58,6483.06
14916.15,9268.46,8054.07
13474.73,8372.81,7275.77
4826.44,2999.01,2606.07
4499.02,2795.56,2429.28
4793.65,2978.64,2588.36
2736.16,1700.17,1477.41
13093.43,8135.88,7069.88
12505.97,7770.85,6752.68
13957.64,8672.88,7536.52
7771.25,4828.83,4196.14
3751.56,2331.11,2025.68
5422.36,3369.30,2927.84
6681.12,4151.45,3607.52
488.14,303.32,263.58
2878.40,1788.56,1554.21
10093.11,6271.57,5449.84
3464.92,2153.00,1870.91
5080.60,3156.94,2743.30
6752.13,4195.58,3645.86
3253.19,2021.44,1756.58
3394.03,2108.95,1832.63
6584.75,4091.57,3555.48
3053.39,1897.29,1648.70
6653.80,4134.48,3592.76
3675.00,2283.54,1984.34
6026.13,3744.46,3253.85
3720.89,2312.05,2009.12
2522.49,1567.41,1362.04
5952.16,3698.50,3213.91
5024.08,3121.82,2712.78
4963.52,3084.19,2680.09
2735.43,1699.72,1477.01
1791.55,1113.22,967.36
10928.68,6790.77,5901.02
5928.74,3683.95,3201.26
4448.37,2764.09,2401.93
4252.21,2642.20,2296.01
1407.34,874.48,759.91
2583.55,1605.34,1395.01
5740.42,3566.93,3099.58
5262.72,3270.10,2841.64
15717.59,9766.46,8486.82
11304.79,7024.47,6104.10
771.79,479.57,416.73
3714.58,2308.13,2005.71
2128.51,1322.59,1149.30
1840.57,1143.67,993.83
3108.91,1931.79,1678.68
3183.17,1977.93,1718.77
1639.19,1018.55,885.09
4943.46,3071.73,2669.26
12853.28,7986.66,6940.22
10841.33,6736.49,5853.85
12667.81,7871.41,6840.07
2785.28,1730.69,1503.93
11829.55,7350.54,6387.45
1070.61,665.24,578.08
4888.51,3037.58,2639.58
13885.08,8627.79,7497.34
9987.06,6205.67,5392.58
8522.62,5295.71,4601.85
6755.48,4197.66,3647.67
4618.40,2869.74,2493.74
12292.01,7637.90,6637.16
1656.27,1029.16,894.31
13335.52,8286.31,7200.61
6113.96,3799.04,3301.27
11959.94,7431.57,6457.85
15841.26,9843.30,8553.59
11847.05,7361.42,6396.90
4121.22,2560.81,2225.28
15791.52,9812.40,8526.74
7006.83,4353.84,3783.39
10033.84,6234.74,5417.84
7509.96,4666.47,4055.05
736.82,457.84,397.85
6199.26,3852.04,3347.33
7664.18,4762.30,4138.33
17390.12,10805.72,9389.91
16366.57,10169.71,8837.24
8635.61,5365.92,4662.85
11146.17,6925.91,6018.45
16964.55,10541.28,9160.12
7155.11,4445.98,3863.45
8017.97,4982.13,4329.36
4970.66,3088.63,2683.94
7882.23,4897.79,4256.07
14250.96,8855.13,7694.90
7931.93,4928.67,4282.90
2479.00,1540.38,1338.56
17607.38,10940.72,9507.22
4076.62,2533.10,2201.20
9710.57,6033.87,5243.29
7153.34,4444.88,3862.50
7154.39,4445.53,3863.06
5266.84,3272.66,2843.87
6437.23,3999.91,3475.82
4411.55,2741.21,2382.05
541.71,336.60,292.50
4060.91,2523.33,2192.72
5963.65,3705.64,3220.12
6879.37,4274.64,3714.56
10127.42,6292.89,5468.37
10413.03,6470.36,5622.59
13193.60,8198.12,7123.98
10680.81,6636.75,5767.18
6776.20,4210.53,3658.85
11915.81,7404.14,6434.02
5301.44,3294.16,2862.55
6116.19,3800.43,3302.48
14939.89,9283.22,8066.89
4083.98,2537.67,2205.17
6139.82,3815.11,3315.24
5204.05,3233.65,2809.96
3404.49,2115.45,1838.28
5226.22,3247.42,2821.93
5836.32,3626.52,3151.36
18218.30,11320.33,9837.09
9894.92,6148.42,5342.83
15870.32,9861.36,8569.29
12312.10,7650.38,6648.00
11618.90,7219.65,6273.70
10752.71,6681.42,5806.00
5731.21,3561.21,3094.61
5426.34,3371.77,2929.99
18324.12,11386.08,9894.23
14007.12,8703.62,7563.24
10824.95,6726.31,5845.01
9490.55,5897.16,5124.49
7043.22,4376.45,3803.03
11815.67,7341.92,6379.95
14353.97,8919.14,7750.52
16983.66,10553.16,9170.44
10866.42,6752.08,5867.40
7530.07,4678.97,4065.91
5211.14,3238.05,2813.79
18620.36,11570.15,10054.19
8087.24,5025.18,4366.76
9825.63,6105.36,5305.41
8659.12,5380.53,4675.55
16174.85,10050.59,8733.72
13483.86,8378.48,7280.70
5902.02,3667.34,3186.83
5734.51,3563.26,3096.39
10715.33,6658.20,5785.82
7185.15,4464.64,3879.67
16442.30,10216.77,8878.13
10745.24,6676.79,5801.97
10010.96,6220.52,5405.48
7674.44,4768.68,4143.87
8112.49,5040.87,4380.39
12657.55,7865.04,6834.53
6696.99,4161.32,3616.09
15393.91,9565.33,8312.05
15368.43,9549.50,8298.29
4524.79,2811.57,2443.19
14008.00,8704.17,7563.72
11639.34,7232.35,6284.74
5612.13,3487.21,3030.31
6821.81,4238.88,3683.48
7045.69,4377.99,3804.37
10603.63,6588.79,5725.50
16666.53,10356.10,8999.20
7664.23,4762.33,4138.35
18323.04,11385.41,9893.65
14234.92,8845.17,7686.24
4841.56,3008.40,2614.23
16074.94,9988.51,8679.77
966.58,600.60,521.91
3215.11,1997.77,1736.02
18623.43,11572.06,10055.85
5241.54,3256.94,2830.21
16519.10,10264.49,8919.60
12020.14,7468.97,6490.36
13350.06,8295.35,7208.46
8768.06,5448.22,4734.37
4668.02,2900.57,2520.53
4261.67,2648.08,2301.12
4180.60,2597.71,2257.35
9640.81,5990.52,5205.62
6503.59,4041.14,3511.66
11539.39,7170.25,6230.77
5345.21,3321.36,2886.18
10228.24,6355.53,5522.81
11254.02,6992.92,6076.69
5166.64,3210.40,2789.76
14585.43,9062.97,7875.50
16232.47,10086.39,8764.83
17383.02,10801.31,9386.08
10505.86,6528.04,5672.71
7698.54,4783.65,4156.88
8243.00,5121.96,4450.87
9219.54,5728.76,4978.15
9792.78,6084.95,5287.68
3213.57,1996.82,1735.19
7693.63,4780.60,4154.23
9537.18,5926.13,5149.66
10918.89,6784.68,5895.73
13876.43,8622.41,7492.67
16627.03,10331.56,8977.88
6285.55,3905.66,3393.92
12465.31,7745.58,6730.73
3929.75,2441.84,2121.90
12269.09,7623.66,6624.78
9016.79,5602.77,4868.68
10900.75,6773.41,5885.94
12967.72,8057.77,7002.01
13771.25,8557.06,7435.88
9122.75,5668.62,4925.89
11182.06,6948.21,6037.83
6581.81,4089.75,3553.89
10328.54,6417.86,5576.97
10149.48,6306.59,5480.28
7423.35,4612.66,4008.29
6428.77,3994.65,3471.26
1573.49,977.72,849.62
13926.52,8653.54,7519.72
4160.66,2585.31,2246.58
12623.12,7843.64,6815.94
10938.88,6797.11,5906.52
8051.24,5002.81,4347.32
7972.85,4954.10,4305.00
7507.97,4665.24,4053.98
7433.29,4618.84,4013.66
2457.69,1527.14,1327.04
10827.39,6727.83,5846.32
7686.39,4776.10,4150.32
8125.06,5048.68,4387.18
10820.12,6723.31,5842.40
8307.58,5162.09,4485.74
12649.12,7859.80,6829.98
6258.78,3889.03,3379.47
8662.04,5382.34,4677.13
7522.11,4674.02,4061.62
10421.20,6475.43,5627.00
8832.45,5488.23,4769.14
8842.36,5494.39,4774.49
13004.00,8080.31,7021.60
7803.60,4848.93,4213.61
258.75,160.78,139.72
7890.85,4903.14,4260.72
