distanceKM, distanceMILE, distanceNA
13482.63,8377.72,7280.04
41.17,25.58,22.23
9917.36,6162.36,5354.95
7626.76,4739.05,4118.12
8914.11,5538.97,4813.24
2489.91,1547.16,1344.44
8856.19,5502.98,4781.96
9266.92,5758.20,5003.74
3750.58,2330.50,2025.15
13060.45,8115.39,7052.08
7191.99,4468.89,3883.36
3504.53,2177.61,1892.30
6656.20,4135.97,3594.06
4442.78,2760.62,2398.91
9217.25,5727.33,4976.92
11664.19,7247.79,6298.16
11456.82,7118.94,6186.19
2222.05,1380.72,1199.81
2755.68,1712.30,1487.95
2749.42,1708.41,1484.57
12703.19,7893.39,6859.17
8052.33,5003.49,4347.91
6795.41,4222.47,3669.23
7689.47,4778.01,4151.98
4522.73,2810.30,2442.08
9174.35,5700.68,4953.75
10698.44,6647.70,5776.70
8079.89,5020.61,4362.79
11664.84,7248.19,6298.51
13382.54,8315.53,7226.00
3890.57,2417.49,2100.74
4032.56,2505.72,2177.41
4714.33,2929.35,2545.53
9477.81,5889.24,5117.61
14170.16,8804.93,7651.27
9558.01,5939.07,5160.91
8683.90,5395.92,4688.93
4457.53,2769.78,2406.87
3534.88,2196.47,1908.68
7691.49,4779.27,4153.07
6516.23,4049.00,3518.48
8820.87,5481.03,4762.89
4639.35,2882.76,2505.05
15374.52,9553.28,8301.57
7100.70,4412.17,3834.07
10580.20,6574.23,5712.85
13553.70,8421.88,7318.42
5991.39,3722.88,3235.09
9972.73,6196.77,5384.84
11910.20,7400.65,6430.99
13200.48,8202.40,7127.69
10655.61,6621.09,5753.57
8195.80,5092.63,4425.38
10896.76,6770.93,5883.78
8574.02,5327.65,4629.60
7254.45,4507.71,3917.09
6786.75,4217.09,3664.55
9401.82,5842.02,5076.58
6440.78,4002.11,3477.74
7692.10,4779.65,4153.40
5116.57,3179.29,2762.72
12319.71,7655.11,6652.11
13508.46,8393.77,7293.98
9542.71,5929.57,5152.65
6469.00,4019.65,3492.98
2872.81,1785.08,1551.19
13199.58,8201.84,7127.20
6481.73,4027.56,3499.85
8984.66,5582.81,4851.33
9394.31,5837.35,5072.52
6675.87,4148.20,3604.68
402.78,250.28,217.48
9202.97,5718.46,4969.21
5515.67,3427.28,2978.22
10978.27,6821.58,5927.79
8948.35,5560.24,4831.72
8659.00,5380.45,4675.48
8176.37,5080.56,4414.88
2127.67,1322.07,1148.85
1430.05,888.59,772.17
8521.72,5295.15,4601.36
5907.12,3670.52,3189.59
5792.81,3599.49,3127.87
7003.35,4351.68,3781.51
6823.20,4239.74,3684.23
3058.82,1900.66,1651.63
14595.70,9069.35,7881.05
11319.78,7033.79,6112.19
8170.98,5077.21,4411.98
7636.82,4745.30,4123.55
7604.49,4725.21,4106.09
439.46,273.07,237.29
6390.00,3970.56,3450.32
1180.19,733.34,637.25
14709.39,9139.99,7942.44
8523.53,5296.28,4602.34
8977.05,5578.08,4847.22
11420.41,7096.31,6166.53
13537.27,8411.67,7309.54
11804.83,7335.18,6374.10
13022.71,8091.93,7031.70
5197.91,3229.83,2806.65
4470.72,2777.97,2413.99
9657.59,6000.95,5214.68
14322.12,8899.35,7733.33
41.13,25.55,22.21
12011.20,7463.41,6485.53
8134.42,5054.49,4392.23
12207.74,7585.54,6591.65
12349.73,7673.77,6668.32
8430.37,5238.39,4552.04
10906.07,6776.72,5888.81
10978.16,6821.51,5927.73
8699.24,5405.46,4697.22
8150.84,5064.70,4401.10
6319.41,3926.70,3412.21
10325.61,6416.04,5575.38
6202.90,3854.30,3349.30
7806.72,4850.87,4215.29
15957.18,9915.33,8616.19
2654.17,1649.22,1433.14
10921.73,6786.45,5897.26
10598.31,6585.48,5722.63
10581.53,6575.06,5713.57
7912.31,4916.48,4272.31
3703.33,2301.14,1999.64
5952.16,3698.50,3213.91
6678.28,4149.69,3605.98
7885.19,4899.63,4257.66
3734.53,2320.53,2016.49
5874.47,3650.23,3171.96
7998.20,4969.85,4318.68
8638.65,5367.81,4664.50
8290.63,5151.56,4476.58
9856.46,6124.52,5322.06
8102.11,5034.42,4374.79
3598.80,2236.19,1943.20
928.68,577.06,501.45
8062.01,5009.50,4353.14
3421.33,2125.92,1847.37
4621.20,2871.48,2495.25
9628.90,5983.12,5199.19
33.29,20.68,17.97
9506.05,5906.78,5132.86
8347.45,5186.87,4507.26
6643.63,4128.16,3587.27
8304.55,5160.21,4484.10
8967.63,5572.22,4842.13
4587.15,2850.32,2476.86
14222.64,8837.54,7679.61
10490.68,6518.60,5664.51
6254.21,3886.19,3377.00
7205.75,4477.44,3890.79
7315.19,4545.45,3949.88
15081.33,9371.10,8143.27
2936.04,1824.37,1585.33
8475.54,5266.46,4576.42
13128.77,8157.84,7088.97
6212.01,3859.96,3354.21
9024.54,5607.59,4872.86
16821.87,10452.63,9083.08
13028.65,8095.63,7034.91
5320.34,3305.91,2872.76
7925.58,4924.73,4279.47
8575.09,5328.32,4630.18
11018.42,6846.53,5949.47
15112.79,9390.65,8160.25
4888.69,3037.69,2639.68
1148.29,713.51,620.03
3248.39,2018.46,1753.99
1111.31,690.53,600.06
2610.94,1622.36,1409.80
5781.22,3592.28,3121.61
9185.66,5707.71,4959.86
1442.24,896.17,778.75
12476.56,7752.57,6736.80
14495.94,9007.36,7827.18
1604.19,996.80,866.19
9809.38,6095.26,5296.64
2235.62,1389.15,1207.14
5626.19,3495.95,3037.90
990.82,615.67,535.00
9284.54,5769.15,5013.25
2515.37,1562.98,1358.19
5339.31,3317.69,2882.99
9167.54,5696.44,4950.07
1272.76,790.86,687.24
7214.59,4482.94,3895.57
10365.93,6441.09,5597.16
11251.99,6991.66,6075.59
7348.06,4565.87,3967.63
8982.74,5581.62,4850.29
854.71,531.09,461.50
6368.00,3956.89,3438.45
4825.63,2998.51,2605.63
1607.20,998.67,867.82
7657.10,4757.90,4134.51
4544.86,2824.05,2454.03
8162.94,5072.22,4407.64
6099.25,3789.90,3293.33
4203.37,2611.85,2269.64
5932.77,3686.45,3203.44
3548.86,2205.16,1916.23
13367.45,8306.15,7217.85
6832.08,4245.26,3689.03
11103.80,6899.58,5995.57
5837.28,3627.12,3151.88
5230.18,3249.88,2824.07
5234.14,3252.34,2826.21
11497.49,7144.21,6208.15
1521.41,945.36,821.50
527.36,327.68,284.75
10682.80,6637.98,5768.25
4785.52,2973.58,2583.97
2301.35,1429.99,1242.63
9277.01,5764.47,5009.19
11425.29,7099.35,6169.16
11829.07,7350.24,6387.19
11575.95,7192.96,6250.51
4691.74,2915.31,2533.33
3481.18,2163.10,1879.69
2793.69,1735.92,1508.47
2246.52,1395.92,1213.02
15927.12,9896.66,8599.96
2320.36,1441.80,1252.89
2599.62,1615.33,1403.68
3305.14,2053.72,1784.63
4992.44,3102.16,2695.70
1023.86,636.20,552.84
5628.88,3497.63,3039.35
2039.97,1267.58,1101.49
5050.00,3137.93,2726.78
13902.35,8638.52,7506.67
817.29,507.84,441.30
9538.28,5926.82,5150.26
11592.47,7203.23,6259.44
5697.29,3540.13,3076.29
9609.53,5971.08,5188.73
9923.14,6165.95,5358.06
11397.62,7082.15,6154.22
7698.71,4783.76,4156.97
1392.66,865.36,751.98
4408.12,2739.08,2380.19
9101.73,5655.55,4914.54
1694.09,1052.66,914.73
1260.05,782.96,680.37
3286.69,2042.25,1774.67
925.74,575.23,499.86
1722.18,1070.11,929.90
5284.21,3283.46,2853.25
10307.90,6405.03,5565.82
8769.20,5448.93,4734.99
3209.77,1994.46,1733.14
925.18,574.88,499.56
4596.94,2856.40,2482.15
9396.91,5838.97,5073.93
1806.97,1122.80,975.68
3459.73,2149.77,1868.10
7030.89,4368.79,3796.38
708.12,440.00,382.35
7715.94,4794.46,4166.27
1999.13,1242.20,1079.44
5730.00,3560.46,3093.95
8826.53,5484.55,4765.94
1739.02,1080.57,938.99
2353.72,1462.54,1270.91
3455.46,2147.13,1865.80
6713.74,4171.72,3625.13
5993.26,3724.04,3236.10
7988.38,4963.75,4313.38
5687.58,3534.10,3071.05
5006.69,3111.01,2703.40
1666.92,1035.78,900.06
5250.92,3262.77,2835.27
7150.39,4443.05,3860.90
11753.86,7303.51,6346.58
5769.20,3584.81,3115.12
1033.85,642.41,558.24
1171.25,727.78,632.42
3557.40,2210.46,1920.84
7324.45,4551.20,3954.88
3013.87,1872.73,1627.36
7135.76,4433.96,3853.00
4957.68,3080.56,2676.93
2538.45,1577.32,1370.65
10185.86,6329.20,5499.92
15094.29,9379.16,8150.27
16821.33,10452.29,9082.79
11487.14,7137.78,6202.56
4194.93,2606.61,2265.08
4249.99,2640.82,2294.81
2704.05,1680.22,1460.07
7348.03,4565.86,3967.62
10463.54,6501.74,5649.86
3612.78,2244.88,1950.74
11217.38,6970.16,6056.90
12750.25,7922.64,6884.58
11816.02,7342.14,6380.14
12555.53,7801.64,6779.44
8816.00,5478.01,4760.26
1644.19,1021.65,887.79
3582.49,2226.06,1934.39
5668.83,3522.45,3060.92
2377.60,1477.37,1283.80
751.27,466.82,405.65
8647.89,5373.55,4669.48
4661.28,2896.39,2516.89
9246.01,5745.20,4992.44
9335.36,5800.72,5040.69
9415.86,5850.74,5084.16
1742.66,1082.84,940.96
5133.53,3189.82,2771.88
2128.51,1322.59,1149.30
5609.55,3485.62,3028.92
1154.76,717.54,623.52
5463.12,3394.62,2949.85
5738.85,3565.96,3098.73
4217.00,2620.32,2277.00
8303.45,5159.52,4483.50
1553.45,965.27,838.80
7107.61,4416.47,3837.80
1637.68,1017.61,884.28
4392.47,2729.35,2371.74
7315.19,4545.45,3949.88
6421.38,3990.06,3467.27
3085.33,1917.14,1665.95
3899.75,2423.19,2105.70
2702.13,1679.02,1459.03
9426.11,5857.11,5089.69
7285.83,4527.20,3934.03
2397.35,1489.64,1294.46
2185.16,1357.80,1179.89
774.05,480.97,417.95
3076.20,1911.46,1661.02
7133.37,4432.47,3851.71
4905.14,3047.91,2648.56
16636.47,10337.42,8982.97
9618.29,5976.53,5193.46
2637.80,1639.05,1424.30
2001.50,1243.67,1080.72
2211.40,1374.10,1194.06
15188.93,9437.96,8201.36
4401.28,2734.83,2376.50
1187.08,737.62,640.97
9902.97,6153.42,5347.18
1105.53,686.94,596.94
2835.76,1762.06,1531.19
10885.40,6763.88,5877.65
8727.08,5422.76,4712.25
4547.56,2825.73,2455.49
12330.34,7661.72,6657.85
3057.03,1899.55,1650.66
10079.12,6262.87,5442.29
16251.98,10098.51,8775.37
2941.89,1828.01,1588.49
6169.14,3833.33,3331.07
5708.25,3546.94,3082.21
1891.72,1175.46,1021.45
1656.83,1029.51,894.62
6828.25,4242.88,3686.96
6581.18,4089.36,3553.55
3970.32,2467.04,2143.80
11127.39,6914.24,6008.31
16981.83,10552.02,9169.46
1235.04,767.42,666.87
6992.44,4344.90,3775.61
5071.29,3151.16,2738.28
8004.34,4973.66,4322.00
3613.97,2245.62,1951.39
6778.77,4212.13,3660.24
320.77,199.32,173.20
7638.95,4746.62,4124.70
6332.00,3934.52,3419.01
1620.48,1006.92,874.99
8843.02,5494.80,4774.85
8792.36,5463.32,4747.49
8423.19,5233.93,4548.16
9046.13,5621.01,4884.52
11264.54,6999.46,6082.36
2014.51,1251.76,1087.75
8726.14,5422.17,4711.74
6710.28,4169.57,3623.26
1871.61,1162.96,1010.59
10014.03,6222.43,5407.15
5406.52,3359.46,2919.29
5361.18,3331.28,2894.81
4569.81,2839.55,2467.50
5520.91,3430.53,2981.05
8712.13,5413.47,4704.17
4589.23,2851.62,2477.99
11672.02,7252.66,6302.39
8138.09,5056.77,4394.22
8499.78,5281.52,4589.51
8171.07,5077.27,4412.02
6372.18,3959.49,3440.70
6378.03,3963.13,3443.86
8727.62,5423.09,4712.54
1337.20,830.90,722.03
3216.99,1998.95,1737.04
9232.70,5736.94,4985.26
5013.31,3115.13,2706.97
955.95,594.00,516.17
6706.76,4167.39,3621.36
9912.81,6159.54,5352.49
9225.93,5732.73,4981.60
8755.96,5440.70,4727.84
5373.33,3338.83,2901.37
5895.91,3663.55,3183.54
5302.77,3294.99,2863.27
1784.33,1108.73,963.46
16303.83,10130.73,8803.36
1821.34,1131.73,983.44
342.74,212.97,185.06
5897.18,3664.34,3184.22
5753.77,3575.23,3106.79
3538.88,2198.96,1910.84
4480.72,2784.19,2419.39
932.08,579.17,503.28
5107.81,3173.85,2758.00
14104.54,8764.16,7615.84
2392.34,1486.53,1291.76
7014.20,4358.42,3787.37
8765.25,5446.47,4732.86
4830.54,3001.56,2608.28
7245.98,4502.44,3912.52
7181.46,4462.35,3877.68
8584.51,5334.17,4635.26
9607.45,5969.80,5187.61
1449.00,900.37,782.40
1890.50,1174.70,1020.79
11713.93,7278.70,6325.02
4399.64,2733.81,2375.62
4090.59,2541.78,2208.74
463.97,288.30,250.53
3606.95,2241.25,1947.60
1434.12,891.12,774.36
4990.64,3101.04,2694.73
7535.21,4682.16,4068.69
9561.70,5941.37,5162.91
4764.35,2960.43,2572.55
3640.50,2262.10,1965.71
6819.14,4237.22,3682.04
6562.18,4077.55,3543.29
4641.75,2884.25,2506.35
5475.54,3402.34,2956.55
9300.31,5778.95,5021.77
3456.70,2147.90,1866.47
9383.30,5830.51,5066.58
1676.57,1041.77,905.28
5120.43,3181.69,2764.81
10748.10,6678.56,5803.51
1722.98,1070.61,930.34
489.17,303.95,264.13
1451.52,901.93,783.76
9093.25,5650.28,4909.96
7984.95,4961.62,4311.53
10546.42,6553.24,5694.61
8516.27,5291.77,4598.42
4377.26,2719.90,2363.53
2087.79,1297.29,1127.32
3967.69,2465.41,2142.38
9732.49,6047.49,5255.12
8929.16,5548.32,4821.36
6972.46,4332.48,3764.82
1908.06,1185.61,1030.27
1774.63,1102.71,958.23
2017.13,1253.39,1089.16
9188.49,5709.46,4961.39
5830.67,3623.01,3148.31
8405.61,5223.00,4538.66
14220.45,8836.18,7678.43
7331.74,4555.73,3958.82
357.29,222.01,192.92
7534.11,4681.48,4068.09
16125.57,10019.96,8707.11
18814.57,11690.83,10159.06
8688.26,5398.63,4691.28
4229.33,2627.99,2283.66
4770.09,2964.00,2575.64
1153.89,716.99,623.05
13196.10,8199.68,7125.32
9046.12,5621.00,4884.52
12167.43,7560.49,6569.89
6032.49,3748.42,3257.29
8496.11,5279.24,4587.53
14478.51,8996.53,7817.77
10212.04,6345.46,5514.06
10170.79,6319.84,5491.79
10736.46,6671.33,5797.23
1448.26,899.91,782.00
1585.78,985.36,856.25
4624.89,2873.78,2497.24
13166.96,8181.57,7109.59
5213.29,3239.39,2814.95
2090.60,1299.04,1128.84
7311.40,4543.09,3947.84
6588.89,4094.14,3557.71
6626.58,4117.57,3578.07
6791.87,4220.27,3667.32
6882.28,4276.45,3716.13
1259.08,782.35,679.85
5725.53,3557.68,3091.54
4943.46,3071.73,2669.26
4374.02,2717.89,2361.78
1690.54,1050.46,912.82
8148.60,5063.30,4399.89
4930.92,3063.93,2662.49
6710.47,4169.69,3623.36
10855.47,6745.28,5861.49
1287.78,800.19,695.35
9235.68,5738.79,4986.87
1228.39,763.29,663.28
6930.35,4306.32,3742.09
9024.54,5607.59,4872.86
8282.74,5146.66,4472.32
1262.61,784.55,681.75
5958.12,3702.21,3217.13
4930.38,3063.59,2662.19
7146.48,4440.61,3858.79
8991.48,5587.05,4855.01
1433.25,890.58,773.89
746.81,464.05,403.25
3538.84,2198.93,1910.82
5389.47,3348.86,2910.08
9532.18,5923.02,5146.97
5046.06,3135.48,2724.65
16611.99,10322.21,8969.76
7121.38,4425.02,3845.24
5469.91,3398.85,2953.52
1825.85,1134.53,985.88
2835.76,1762.06,1531.19
4722.25,2934.27,2549.81
15235.57,9466.94,8226.55
6462.74,4015.76,3489.60
2134.76,1326.48,1152.68
7068.90,4392.41,3816.90
3510.86,2181.55,1895.71
8474.25,5265.65,4575.73
5897.96,3664.82,3184.64
4352.72,2704.65,2350.28
11049.29,6865.71,5966.14
5234.54,3252.59,2826.43
7497.59,4658.79,4048.38
15760.06,9792.85,8509.75
5609.97,3485.87,3029.14
7934.01,4929.96,4284.02
11141.66,6923.11,6016.02
7763.36,4823.93,4191.88
6793.54,4221.31,3668.22
10643.19,6613.37,5746.86
2833.50,1760.65,1529.97
9682.11,6016.18,5227.92
8395.28,5216.58,4533.09
15945.16,9907.86,8609.70
7123.20,4426.15,3846.22
1539.91,956.86,831.48
10956.77,6808.22,5916.18
12932.48,8035.87,6982.98
9407.15,5845.33,5079.46
3339.19,2074.88,1803.02
6216.38,3862.68,3356.57
12507.97,7772.09,6753.76
545.65,339.05,294.62
7511.09,4667.17,4055.66
12770.91,7935.47,6895.74
6790.56,4219.46,3666.61
2662.71,1654.53,1437.75
13022.44,8091.77,7031.55
14995.10,9317.52,8096.71
7911.97,4916.27,4272.12
13457.57,8362.15,7266.51
11658.19,7244.07,6294.92
7441.83,4624.14,4018.26
14400.92,8948.31,7775.87
9611.71,5972.44,5189.91
734.09,456.14,396.38
5836.98,3626.93,3151.72
10185.94,6329.25,5499.97
14389.17,8941.02,7769.53
9343.75,5805.93,5045.22
8070.27,5014.63,4357.60
11144.93,6925.14,6017.78
3823.93,2376.08,2064.76
13429.07,8344.44,7251.12
10504.72,6527.33,5672.10
10510.66,6531.02,5675.30
3297.79,2049.15,1780.66
7233.04,4494.41,3905.53
9112.04,5661.96,4920.11
7255.86,4508.58,3917.85
8661.14,5381.78,4676.64
6511.10,4045.81,3515.71
3034.78,1885.72,1638.65
7451.15,4629.93,4023.30
4351.17,2703.69,2349.44
3045.94,1892.66,1644.68
9381.81,5829.58,5065.77
11522.88,7159.99,6221.86
11047.12,6864.37,5964.97
6962.80,4326.48,3759.61
12499.46,7766.80,6749.17
6930.28,4306.28,3742.05
6164.60,3830.50,3328.62
11663.00,7247.05,6297.52
9674.35,6011.36,5223.73
9297.81,5777.39,5020.42
6527.92,4056.26,3524.79
6710.60,4169.77,3623.44
8477.52,5267.69,4577.50
11623.88,7222.75,6276.40
8253.65,5128.58,4456.61
3343.65,2077.65,1805.43
3002.70,1865.79,1621.33
7044.12,4377.02,3803.52
4037.90,2509.03,2180.29
2306.94,1433.47,1245.65
2931.64,1821.64,1582.96
13119.32,8151.97,7083.87
7334.44,4557.41,3960.28
4514.11,2804.94,2437.42
16356.59,10163.51,8831.85
10178.77,6324.80,5496.10
9969.34,6194.66,5383.01
5441.73,3381.34,2938.30
9493.77,5899.16,5126.23
7216.98,4484.43,3896.86
7954.36,4942.61,4295.01
2326.19,1445.43,1256.04
10903.32,6775.01,5887.32
9539.95,5927.85,5151.16
9531.43,5922.55,5146.56
12140.67,7543.86,6555.44
10524.61,6539.69,5682.84
10483.16,6513.93,5660.45
13693.07,8508.48,7393.67
9352.93,5811.64,5050.18
13178.03,8188.45,7115.57
7074.12,4395.65,3819.72
7517.02,4670.86,4058.86
13790.33,8568.92,7446.18
7270.52,4517.69,3925.77
6385.66,3967.87,3447.98
5793.08,3599.65,3128.01
14277.29,8871.49,7709.12
12767.49,7933.35,6893.90
15337.93,9530.55,8281.82
14350.46,8916.97,7748.63
7321.65,4549.46,3953.37
7720.75,4797.45,4168.87
6272.80,3897.73,3387.04
15209.14,9450.52,8212.28
3031.95,1883.96,1637.12
10353.83,6433.57,5590.62
7744.66,4812.31,4181.78
7655.95,4757.19,4133.88
6143.51,3817.40,3317.23
13414.23,8335.22,7243.11
11671.11,7252.09,6301.89
11897.85,7392.98,6424.33
12271.68,7625.27,6626.18
12385.11,7695.75,6687.42
6188.89,3845.60,3341.73
3011.31,1871.14,1625.98
13347.79,8293.93,7207.23
14083.24,8750.92,7604.34
3111.64,1933.48,1680.15
8137.71,5056.54,4394.01
8904.46,5532.98,4808.02
6232.05,3872.41,3365.04
12392.71,7700.48,6691.53
13022.46,8091.78,7031.56
13911.45,8644.18,7511.58
11372.16,7066.33,6140.47
3336.92,2073.47,1801.79
14545.09,9037.90,7853.72
7417.40,4608.96,4005.08
5665.39,3520.31,3059.06
13781.60,8563.49,7441.47
7177.34,4459.79,3875.45
5736.55,3564.52,3097.49
6719.88,4175.54,3628.44
15958.70,9916.28,8617.01
11098.50,6896.29,5992.71
7976.69,4956.49,4307.07
5970.24,3709.73,3223.67
11616.10,7217.91,6272.19
2771.99,1722.43,1496.75
3182.37,1977.43,1718.34
3255.78,2023.05,1757.98
7099.18,4411.23,3833.25
9443.85,5868.14,5099.27
10841.33,6736.49,5853.85
6369.71,3957.96,3439.37
7588.46,4715.25,4097.44
13906.21,8640.92,7508.75
7158.65,4448.18,3865.36
12045.09,7484.47,6503.83
15546.22,9659.97,8394.29
7173.66,4457.50,3873.46
13345.52,8292.52,7206.01
7121.60,4425.15,3845.35
12585.33,7820.16,6795.53
13028.65,8095.63,7034.91
12783.45,7943.27,6902.51
6087.84,3782.81,3287.17
11255.65,6993.94,6077.56
10531.21,6543.79,5686.40
4282.56,2661.06,2312.40
13000.86,8078.36,7019.90
6635.86,4123.33,3583.08
6597.76,4099.66,3562.50
9435.62,5863.02,5094.83
10722.76,6662.81,5789.83
14155.45,8795.79,7643.33
8563.19,5320.92,4623.75
12149.42,7549.30,6560.16
3495.93,2172.27,1887.65
11342.04,7047.62,6124.21
7340.73,4561.32,3963.68
8727.08,5422.76,4712.25
10332.37,6420.23,5579.03
11791.58,7326.95,6366.94
11667.45,7249.82,6299.92
7834.22,4867.96,4230.14
1323.07,822.11,714.40
9348.34,5808.79,5047.70
5897.96,3664.82,3184.64
3796.20,2358.85,2049.79
7899.54,4908.54,4265.41
8481.19,5269.97,4579.48
10466.08,6503.32,5651.23
3312.19,2058.10,1788.44
11372.22,7066.37,6140.51
11438.40,7107.50,6176.24
12387.71,7697.37,6688.83